surface,kind,location,route,current_title,content_purpose,target_user,accurate,duplicated,outdated,too_detailed,unclear,needed_in_current_workflow,belongs_in,recommended_action,source_words,source_lines,dialog_markers,tooltip_markers,notification_markers,empty_state_markers,loading_state_markers,claim_markers
website,component,apps/website/components/integrations-section.tsx,,Integrations Section,Reusable content for Integrations Section,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,125,53,0,0,0,0,0,0
website,component,apps/website/components/kibo-ui/pill/index.tsx,,Index,Reusable content for Index,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,412,171,0,0,0,0,0,0
website,component,apps/website/components/log-viewer.tsx,,Log Viewer,Reusable content for Log Viewer,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Likely,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,2293,865,0,0,0,0,0,3
website,component,apps/website/components/logo.tsx,,Logo,Reusable content for Logo,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,52,25,0,0,0,0,0,0
website,component,apps/website/components/marketing/announcement-pill.tsx,,Announcement Pill,Reusable content for Announcement Pill,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,91,37,0,0,0,0,0,0
website,component,apps/website/components/marketing/brand-icons.tsx,,Brand Icons,Reusable content for Brand Icons,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,805,296,0,0,0,0,0,0
website,component,apps/website/components/marketing/connector-icon.tsx,,Connector Icon,Reusable content for Connector Icon,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,200,88,0,0,0,0,0,0
website,component,apps/website/components/marketing/connectors-grid.tsx,,Connectors Grid,Reusable content for Connectors Grid,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,555,198,0,0,0,0,0,13
website,component,apps/website/components/marketing/connectors-teaser.tsx,,Connectors Teaser,Reusable content for Connectors Teaser,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,319,124,0,0,0,0,0,0
website,component,apps/website/components/marketing/elt-phases-section.tsx,,Elt Phases Section,Reusable content for Elt Phases Section,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,355,125,0,0,0,0,0,0
website,component,apps/website/components/marketing/features-bento-section.tsx,,Features Bento Section,Reusable content for Features Bento Section,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,1070,344,0,0,0,0,0,1
website,component,apps/website/components/marketing/hero-feature-cards.tsx,,Hero Feature Cards,Reusable content for Hero Feature Cards,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,259,97,0,0,0,0,0,0
website,component,apps/website/components/marketing/how-it-works-data.tsx,,How It Works Data,Reusable content for How It Works Data,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,48,25,0,0,0,0,0,0
website,component,apps/website/components/marketing/how-it-works-flow-tree.tsx,,How It Works Flow Tree,Reusable content for How It Works Flow Tree,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,468,173,0,0,0,0,0,0
website,component,apps/website/components/marketing/how-it-works-preview.tsx,,How It Works Preview,Reusable content for How It Works Preview,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,902,297,0,0,0,0,0,0
website,component,apps/website/components/marketing/how-it-works-section.tsx,,How It Works Section,Reusable content for How It Works Section,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,611,204,0,0,0,0,0,1
website,component,apps/website/components/marketing/integrations-grid.tsx,,Integrations Grid,Reusable content for Integrations Grid,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,159,65,0,0,0,0,0,0
website,component,apps/website/components/marketing/integrations-teaser.tsx,,Integrations Teaser,Reusable content for Integrations Teaser,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,279,96,0,0,0,0,0,0
website,component,apps/website/components/marketing/page-shell.tsx,,Page Shell,Reusable content for Page Shell,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,134,63,0,0,0,0,0,0
website,component,apps/website/components/marketing/principles-grid.tsx,,Principles Grid,Reusable content for Principles Grid,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,376,137,0,0,0,0,0,0
website,component,apps/website/components/marketing/product-page-blocks.tsx,,Product Page Blocks,Reusable content for Product Page Blocks,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,643,248,0,0,0,0,0,0
website,component,apps/website/components/marketing/product-screenshot.tsx,,Product Screenshot,Reusable content for Product Screenshot,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,54,30,0,0,0,0,0,0
website,component,apps/website/components/marketing/saas-blocks.tsx,,Saas Blocks,Reusable content for Saas Blocks,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,988,428,0,0,0,0,0,0
website,component,apps/website/components/marketing/section-header.tsx,,Section Header,Reusable content for Section Header,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,148,60,0,0,0,0,0,0
website,component,apps/website/components/marketing/solutions-menu.tsx,,Solutions Menu,Reusable content for Solutions Menu,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,319,136,0,0,0,0,0,0
website,component,apps/website/components/marketing/stats-bar.tsx,,Stats Bar,Reusable content for Stats Bar,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,170,66,0,0,0,0,0,0
website,component,apps/website/components/multi-org-section.tsx,,Multi Org Section,Reusable content for Multi Org Section,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,158,48,0,0,0,0,0,0
website,dialog,apps/website/components/navbar.tsx,,Navbar,"Contextual dialog, sheet, or confirmation content",Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,831,313,3,0,0,0,0,3
website,component,apps/website/components/page-sections.tsx,,Connect a source. Shape with SQL. Deliver to tables you own.,Reusable content for Connect a source. Shape with SQL. Deliver to tables you own.,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Likely,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,1217,406,0,0,0,0,0,6
website,component,apps/website/components/principles-section.tsx,,Principles Section,Reusable content for Principles Section,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,91,36,0,0,0,0,0,0
website,component,apps/website/components/product-gallery-section.tsx,,Product Gallery Section,Reusable content for Product Gallery Section,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,144,51,0,0,0,0,0,0
website,component,apps/website/components/repo-card.tsx,,Repo Card,Reusable content for Repo Card,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,888,285,0,0,0,0,0,0
website,component,apps/website/components/scramble-text.tsx,,Scramble Text,Reusable content for Scramble Text,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,509,188,0,0,0,0,0,0
website,component,apps/website/components/section-header.tsx,,Section Header,Reusable content for Section Header,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,129,56,0,0,0,0,0,0
website,component,apps/website/components/shared/error-boundary.tsx,,Error Boundary,Reusable content for Error Boundary,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,149,57,0,0,0,0,0,0
website,component,apps/website/components/shared/json-ld.tsx,,Json Ld,Reusable content for Json Ld,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,46,19,0,0,0,0,0,0
website,component,apps/website/components/shared/smart-link.tsx,,Smart Link,Reusable content for Smart Link,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,137,56,0,0,0,0,0,0
website,component,apps/website/components/side-nav.tsx,,Side Nav,Reusable content for Side Nav,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,233,83,0,0,0,0,0,0
website,component,apps/website/components/signals-section.tsx,,Signals Section,Reusable content for Signals Section,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,599,187,0,0,0,0,0,1
website,component,apps/website/components/smooth-scroll.tsx,,Smooth Scroll,Reusable content for Smooth Scroll,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,61,22,0,0,0,0,0,0
website,component,apps/website/components/split-flap-text.tsx,,Split Flap Text,Reusable content for Split Flap Text,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,930,369,0,0,0,0,0,0
website,component,apps/website/components/status-badge.tsx,,Status Badge,Reusable content for Status Badge,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,315,131,0,0,0,0,0,0
website,component,apps/website/components/workflow-section.tsx,,Workflow Section,Reusable content for Workflow Section,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,130,51,0,0,0,0,0,0
website,content-source,apps/website/lib/github.ts,,Github,Reusable content for Github,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,551,157,0,0,0,0,0,0
website,content-source,apps/website/lib/marketing-content.ts,,Marketing Content,Reusable content for Marketing Content,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Likely,Review in context,Not workflow-bound,website,SHORTEN,2472,765,0,0,0,0,0,52
website,content-source,apps/website/lib/sample-logs.ts,,Sample Logs,Reusable content for Sample Logs,Prospective and evaluating customers,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Not workflow-bound,website,KEEP AND IMPROVE,634,209,0,0,0,0,0,0
application,route,apps/app/app/auth/accept-invite/page.tsx,/auth/accept-invite,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,26,11,0,0,0,0,0,0
application,route,apps/app/app/auth/auth-code-error/page.tsx,/auth/auth-code-error,Authentication Error,Primary content for Authentication Error,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,97,36,0,0,0,0,0,0
application,route,apps/app/app/auth/forgot-password/page.tsx,/auth/forgot-password,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,26,11,0,0,0,0,0,0
application,route,apps/app/app/auth/login/page.tsx,/auth/login,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,26,11,0,0,0,0,0,0
application,route,apps/app/app/auth/reset-password/page.tsx,/auth/reset-password,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,26,11,0,0,0,0,0,0
application,route,apps/app/app/auth/signup/page.tsx,/auth/signup,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,26,11,0,0,0,0,0,0
application,component,apps/app/app/error.tsx,,Error,Reusable content for Error,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,125,42,0,0,0,0,0,0
application,component,apps/app/app/global-error.tsx,,Global Error,Reusable content for Global Error,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,133,60,0,0,0,0,0,0
application,layout,apps/app/app/layout.tsx,/,Layout,"Shared navigation, metadata, or layout content",Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,SHORTEN,123,47,0,0,0,0,0,0
application,route,apps/app/app/onboarding/complete/page.tsx,/onboarding/complete,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,80,25,0,0,0,0,0,0
application,route,apps/app/app/onboarding/connect/[connector]/page.tsx,/onboarding/connect/[connector],Page,Primary content for Page,New or returning workspace users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,857,370,0,0,4,0,1,0
application,route,apps/app/app/onboarding/connect/[connector]/select/page.tsx,/onboarding/connect/[connector]/select,Page,Primary content for Page,New or returning workspace users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,339,138,0,0,1,0,0,0
application,route,apps/app/app/onboarding/data-source/page.tsx,/onboarding/data-source,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,70,24,0,0,0,0,2,0
application,route,apps/app/app/onboarding/first-dashboard/page.tsx,/onboarding/first-dashboard,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,46,18,0,0,0,0,0,0
application,route,apps/app/app/onboarding/importing/page.tsx,/onboarding/importing,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,280,99,0,0,0,0,0,0
application,layout,apps/app/app/onboarding/layout.tsx,/onboarding,Layout,"Shared navigation, metadata, or layout content",New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,39,15,0,0,0,0,0,0
application,route,apps/app/app/onboarding/organization/page.tsx,/onboarding/organization,Page,Primary content for Page,New or returning workspace users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,55,19,0,0,0,0,0,0
application,route,apps/app/app/onboarding/welcome/page.tsx,/onboarding/welcome,Page,Primary content for Page,New or returning workspace users,Unverified,See duplicate-content.csv,Possible,Likely,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,1547,622,0,0,7,0,5,2
application,route,apps/app/app/organizations/[id]/edit/page.tsx,/organizations/[id]/edit,Organization not found,Primary content for Organization not found,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,587,252,0,0,0,0,2,0
application,dialog,apps/app/app/organizations/_components/create-organization-dialog.tsx,,Create Organization Dialog,"Contextual dialog, sheet, or confirmation content",Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,666,287,3,0,0,0,2,0
application,layout,apps/app/app/organizations/layout.tsx,/organizations,Layout,"Shared navigation, metadata, or layout content",Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,14,8,0,0,0,0,0,0
application,route,apps/app/app/organizations/new/page.tsx,/organizations/new,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,SHORTEN,64,26,0,0,0,0,0,0
application,route,apps/app/app/organizations/page.tsx,/organizations,Organizations,Primary content for Organizations,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,1135,456,0,0,0,0,5,0
application,route,apps/app/app/page.tsx,/,Page,Primary content for Page,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,13,6,0,0,0,0,0,0
application,route,apps/app/app/workspace/activity/page.tsx,/workspace/activity,Page,Primary content for Page,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Likely,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,1433,564,0,0,0,1,6,0
application,component,apps/app/app/workspace/analytics/components/KpiCard.tsx,,KpiCard,Reusable content for KpiCard,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,320,114,0,0,0,0,8,0
application,component,apps/app/app/workspace/analytics/components/PeriodSelector.tsx,,PeriodSelector,Reusable content for PeriodSelector,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,114,38,0,0,0,0,0,0
application,tooltip,apps/app/app/workspace/analytics/components/PipelineRunFrequencyChart.tsx,,PipelineRunFrequencyChart,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,348,164,0,0,0,0,7,0
application,tooltip,apps/app/app/workspace/analytics/components/RecentFailedRunsTable.tsx,,RecentFailedRunsTable,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,268,123,0,0,0,0,7,0
application,tooltip,apps/app/app/workspace/analytics/components/RowsOverTimeChart.tsx,,RowsOverTimeChart,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,489,224,0,0,0,1,7,0
application,tooltip,apps/app/app/workspace/analytics/components/RunDurationTrendChart.tsx,,RunDurationTrendChart,Contextual tooltip content,Authenticated MantrixFlow users,Unverified,See duplicate-content.csv,Possible,Review,Review in context,Yes or contextual,application,REQUIRES PRODUCT CONFIRMATION,475,226,0,0,0,1,8,0
application,tooltip,apps/app/app/workspace/analytics/components/RunStatusDonut.tsx,,RunStatusDonut,Contextual tooltip content,Authenticated MantrixFlow users,Verify during page review,See duplicate-content.csv,Verify during page review,Review,Review in context,Yes or contextual,application,KEEP AND IMPROVE,469,196,0,0,0,0,7,0
